Type,Body_Type,Region,Make,Make_Tier,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Gulf Arabic,Semi Full,2020,2.7,49000,103000
Charger,Sedan,Riyadh,Dodge,Midrange,Automatic,Saudi,Full,2016,6.2,99000,215000
Colorado,Pickup,Dammam,Chevrolet,Midrange,Manual,Saudi,Standard,2013,1.4,196000,28000
S,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Other,Full,2015,1.6,90000,225000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2020,2.5,44000,88000
C300,Sedan,Qassim,Chrysler,Entry Level,Automatic,Other,Full,2016,3.6,121000,72000
Camry,Sedan,Makkah,Toyota,Midrange,Automatic,Saudi,Full,2020,2.5,1700,115000
C,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Full,2020,2.0,50000,150000
G80,Luxury,Riyadh,Genesis,Premium Luxury,Automatic,Saudi,Semi Full,2019,3.8,35000,220000
Explorer,SUV,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Full,2016,3.5,76677,111500
Pajero,SUV,Riyadh,Mitsubishi,Midrange,Automatic,Gulf Arabic,Full,2018,3.5,56000,76000
F150,Pickup,Qassim,Ford,Midrange,Automatic,Gulf Arabic,Full,2020,5.0,2061,155000
GLE,SUV,Aseer,Mercedes,Premium Luxury,Automatic,Saudi,Semi Full,2016,3.0,71000,138000
CX9,SUV,Riyadh,Mazda,Midrange,Automatic,Saudi,Full,2020,4.0,51000,130000
Tahoe,SUV,Aseer,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2019,8.0,132346,140000
C,Other,Dammam,Mercedes,Premium Luxury,Automatic,Other,Full,2016,2.0,99000,129000
Land Cruiser,SUV,Jeddah,Toyota,Midrange,Automatic,Saudi,Full,2016,5.7,1918,251500
Avalon,Sedan,Al-Medina,Toyota,Midrange,Automatic,Saudi,Full,2014,3.8,156000,73000
Pajero,SUV,Jeddah,Mitsubishi,Midrange,Automatic,Saudi,Full,2018,3.8,60000,85000
Hilux,Pickup,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2015,2.7,239900,46000
Cerato,Other,Tabouk,Kia,Midrange,Automatic,Saudi,Semi Full,2014,1.6,223,24000
Suburban,Other,Al-Medina,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2011,4.7,462000,40000
Maxima,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Full,2016,3.5,155000,65000
Rio,Hatchback,Jeddah,Kia,Midrange,Automatic,Saudi,Standard,2019,1.4,79000,31000
Hilux,Pickup,Dammam,Toyota,Midrange,Manual,Gulf Arabic,Standard,2016,2.7,182774,62000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Manual,Saudi,Full,2015,4.0,136000,140000
Challenger,Coupe/Sports,Jeddah,Dodge,Midrange,Automatic,Saudi,Full,2013,5.7,173,38000
Prado,Other,Jeddah,Toyota,Midrange,Automatic,Gulf Arabic,Standard,2018,4.0,90000,138000
LX,Other,Dammam,Lexus,Premium Luxury,Automatic,Saudi,Full,2021,5.7,9100,459000
Impala,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2016,3.6,51000,62000
Accent,Sedan,Hafar Al-Batin,Hyundai,Midrange,Automatic,Saudi,Semi Full,2018,1.4,51000,35000
Rav4,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2018,2.5,133578,77500
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,2.4,226000,41000
Traverse,Other,Jeddah,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2011,2.5,65000,35000
Maxima,Sedan,Jeddah,Nissan,Midrange,Manual,Saudi,Standard,2000,3.5,400000,12500
Other,Other,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Semi Full,2013,3.0,318000,40000
Senta fe,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2016,3.3,134000,48000
Duster,SUV,Dammam,Renault,Entry Level,Automatic,Saudi,Standard,2017,2.0,124000,27000
Tucson,SUV,Jeddah,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.6,17005,70000
Taurus,Sedan,Jeddah,Ford,Midrange,Automatic,Saudi,Semi Full,2019,2.0,89500,76000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Standard,2018,2.7,16700,72000
Prado,Other,Khobar,Toyota,Midrange,Automatic,Saudi,Semi Full,2018,4.0,74000,150000
FJ,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,4.0,381000,88000
3,Other,Riyadh,Mazda,Midrange,Automatic,Saudi,Standard,2015,1.6,200000,25000
Tahoe,SUV,Dammam,Chevrolet,Midrange,Automatic,Saudi,Standard,2015,5.3,199000,97000
Van,Other,Tabouk,Ford,Midrange,Automatic,Other,Semi Full,2013,3.6,186,45000
Range Rover,SUV,Makkah,Land Rover,Premium Luxury,Automatic,Saudi,Full,2004,5.3,300000,22000
Innova,MPV,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2015,2.7,230000,45000
Pajero,SUV,Jeddah,Mitsubishi,Midrange,Automatic,Gulf Arabic,Full,2016,3.8,193000,58000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,65000,30000
Tahoe,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2016,5.3,131929,116500
2,Other,Riyadh,Mazda,Midrange,Automatic,Saudi,Standard,2011,1.5,37000,14000
Cerato,Other,Riyadh,Kia,Midrange,Automatic,Other,Standard,2012,1.6,312287,17000
Hilux,Pickup,Dammam,Toyota,Midrange,Manual,Saudi,Semi Full,2017,2.7,150000,70000
C300,Sedan,Dammam,Chrysler,Entry Level,Automatic,Other,Full,2013,5.7,178000,45000
Hiace,Van,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2016,2.4,205812,65000
Cerato,Other,Riyadh,Kia,Midrange,Automatic,Other,Semi Full,2014,1.6,187,25000
GX,SUV,Dammam,Lexus,Premium Luxury,Automatic,Saudi,Full,2015,4.6,170000,135000
Silverado,Pickup,Dammam,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2014,5.3,213000,70000
Yaris,Hatchback,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2019,1.5,112000,39500
Hilux,Pickup,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2018,2.7,88000,79500
Range Rover,SUV,Jeddah,Land Rover,Premium Luxury,Automatic,Saudi,Full,2009,5.0,195000,45000
Camry,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2017,2.5,135000,60000
Elantra,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2014,2.0,290000,33500
Marquis,Sedan,Jeddah,Ford,Midrange,Automatic,Saudi,Semi Full,2005,4.6,270000,15000
Charger,Sedan,Taef,Dodge,Midrange,Automatic,Other,Full,2013,5.7,175,38000
Tahoe,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2019,5.3,117000,145000
i40,Other,Jeddah,Hyundai,Midrange,Automatic,Saudi,Full,2015,2.0,48000,47000
Patrol,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Full,2010,5.6,346000,70000
Pajero,SUV,Riyadh,Mitsubishi,Midrange,Automatic,Saudi,Full,2016,3.5,132000,56000
C300,Sedan,Dammam,Chrysler,Entry Level,Automatic,Saudi,Semi Full,2008,6.0,212,12500
Accent,Sedan,Jeddah,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,83000,37000
F-Pace,Other,Riyadh,Jaguar,Premium Luxury,Automatic,Saudi,Full,2019,2.5,27000,185000
XF,Other,Riyadh,Jaguar,Premium Luxury,Automatic,Saudi,Semi Full,2009,6.0,50000,35000
The 4,Other,Jeddah,BMW,Premium Luxury,Automatic,Saudi,Full,2016,2.0,110000,120000
C,Other,Dammam,Mercedes,Premium Luxury,Automatic,Saudi,Semi Full,2019,2.0,44000,185000
S,Other,Dammam,Mercedes,Premium Luxury,Automatic,Saudi,Semi Full,2000,3.0,100,15000
Land Cruiser,SUV,Qassim,Toyota,Midrange,Automatic,Saudi,Full,2019,4.6,110000,250000
Furniture,Other,Jeddah,Toyota,Midrange,Automatic,Saudi,Full,2017,4.0,102000,116500
C,Other,Dammam,Mercedes,Premium Luxury,Automatic,Saudi,Full,2017,4.0,80000,270000
Corolla,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2016,1.6,270000,33000
Innova,MPV,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2014,2.7,141000,55000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Full,2015,5.3,166616,135000
H6,SUV,Dammam,HAVAL,Midrange,Automatic,Saudi,Standard,2020,2.0,20000,57000
Tucson,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2020,2.0,44000,64000
Sierra,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Full,2014,6.2,118000,100000
Azera,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2016,3.0,91747,66500
Range Rover,SUV,Riyadh,Land Rover,Premium Luxury,Automatic,Saudi,Full,2017,5.0,150000,115000
LX,Other,Jeddah,Lexus,Premium Luxury,Automatic,Saudi,Full,2015,5.7,105000,213000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2017,2.4,127000,43000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.4,65700,32000
Echo Sport,Other,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Semi Full,2020,2.0,2400,55000
Silverado,Pickup,Riyadh,Chevrolet,Midrange,Automatic,Gulf Arabic,Full,2017,5.3,110000,107000
Suburban,Other,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2013,5.3,358000,55000
Elantra,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.6,73000,48500
A8,Luxury,Riyadh,Audi,Premium Luxury,Automatic,Other,Full,2013,4.0,100000,108000
Caprice,Sedan,Abha,Chevrolet,Midrange,Automatic,Other,Standard,2013,6.0,215,42000
Senta fe,SUV,Jazan,Hyundai,Midrange,Automatic,Saudi,Semi Full,2015,3.3,122,45000
H2,Other,Qassim,HAVAL,Midrange,Automatic,Saudi,Full,2020,1.5,15000,49000
LX,Other,Riyadh,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2020,5.7,27000,418000
Grand Cherokee,SUV,Aseer,Jeep,Midrange,Automatic,Saudi,Full,2020,3.6,27150,165000
CT-S,Other,Al-Medina,Cadillac,Premium Luxury,Automatic,Saudi,Semi Full,2013,3.8,137000,45000
Mustang,Coupe/Sports,Dammam,Ford,Midrange,Automatic,Other,Full,2018,2.3,81000,119000
B50,Other,Yanbu,FAW,Entry Level,Automatic,Other,Semi Full,2016,1.8,125000,20000
Charger,Sedan,Taef,Dodge,Midrange,Automatic,Saudi,Semi Full,2018,1.6,5000,125000
Furniture,Other,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2019,4.0,113000,105000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2014,2.5,220,46000
6,Sedan,Riyadh,MG,Midrange,Automatic,Gulf Arabic,Full,2014,1.8,79000,23000
Spark,Hatchback,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2017,1.4,101000,21000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Full,2011,5.3,350000,55000
Taurus,Sedan,Dammam,Ford,Midrange,Automatic,Other,Full,2016,3.5,129000,74000
Bus Urvan,Truck/Bus,Dammam,Nissan,Midrange,Manual,Saudi,Standard,2016,2.5,106000,65000
Previa,MPV,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,65000
Durango,SUV,Al-Namas,Dodge,Midrange,Automatic,Saudi,Semi Full,2014,3.6,244000,52000
Sonata,Sedan,Al-Medina,Hyundai,Midrange,Automatic,Saudi,Full,2018,2.4,97000,65000
Malibu,Sedan,Khobar,Chevrolet,Midrange,Automatic,Saudi,Full,2015,2.4,175500,32000
Cadenza,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2018,1.0,74000,60000
Carnival,MPV,Riyadh,Kia,Midrange,Automatic,Other,Standard,2014,6.0,259066,40000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Semi Full,2018,2.7,75335,78000
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2019,1.5,123291,29500
Pajero,SUV,Jubail,Mitsubishi,Midrange,Automatic,Saudi,Semi Full,2011,6.0,140000,38000
Rio,Hatchback,Al-Ahsa,Kia,Midrange,Automatic,Other,Standard,2014,1.4,196,18000
Elantra,Sedan,Makkah,Hyundai,Midrange,Automatic,Saudi,Standard,2012,1.8,222000,17500
Yukon,SUV,Al-Baha,GMC,Midrange,Automatic,Saudi,Standard,2013,3.5,157000,72000
Sonata,Sedan,Makkah,Hyundai,Midrange,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,40000
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2019,1.5,99104,26800
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2017,1.4,13400,65000
Odyssey,MPV,Dammam,Honda,Midrange,Automatic,Other,Standard,2009,3.5,200000,38000
Furniture,Other,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Standard,2015,2.7,243000,50000
Durango,SUV,Tabouk,Dodge,Midrange,Automatic,Other,Full,2013,5.7,275000,40000
Accord,Sedan,Dammam,Honda,Midrange,Automatic,Saudi,Full,2009,2.4,159000,36000
Corolla,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.6,28000,54000
Datsun,Other,Riyadh,Nissan,Midrange,Manual,Other,Full,2014,2.0,240000,30000
The 7,Luxury,Jeddah,BMW,Premium Luxury,Automatic,Saudi,Semi Full,2012,2.0,197000,50000
Elantra,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2020,2.0,142000,53000
CS75,SUV,Jeddah,Changan,Entry Level,Automatic,Saudi,Standard,2021,1.6,8000,62000
Taurus,Sedan,Riyadh,Ford,Midrange,Automatic,Saudi,Semi Full,2013,3.5,280000,46000
Genesis,Luxury,Riyadh,Hyundai,Midrange,Automatic,Other,Standard,2017,3.8,128000,83000
Taurus,Sedan,Al-Ahsa,Ford,Midrange,Automatic,Saudi,Standard,2011,4.5,301515,26000
H2,Other,Khobar,HAVAL,Midrange,Automatic,Saudi,Full,2021,1.5,6000,57900
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2017,1.5,106646,22500
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2012,2.4,217000,39500
X-Trail,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2017,2.5,119000,51000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,2.4,268000,58000
Escalade,Other,Qassim,Cadillac,Premium Luxury,Automatic,Other,Semi Full,2007,6.2,476000,18000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2018,2.4,49271,81500
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2012,1.0,448000,109000
Eado,Other,Riyadh,Changan,Entry Level,Automatic,Saudi,Semi Full,2020,1.6,94182,44000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2016,5.3,129356,140000
RC,Other,Dammam,Lexus,Premium Luxury,Automatic,Other,Full,2019,3.6,42000,215000
6,Sedan,Dammam,Mazda,Midrange,Automatic,Saudi,Standard,2006,1.6,288000,11000
Range Rover,SUV,Riyadh,Land Rover,Premium Luxury,Automatic,Other,Full,2019,5.0,4200,599000
Expedition,SUV,Jeddah,Ford,Midrange,Automatic,Saudi,Semi Full,2010,5.4,230,35000
Doblo,Other,Riyadh,Fiat,Entry Level,Manual,Saudi,Standard,2016,1.4,28400,20000
MKX,Other,Dammam,Lincoln,Premium Luxury,Automatic,Other,Full,2016,3.7,99000,99000
Furniture,Other,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2020,4.0,18000,128000
Corolla,Sedan,Riyadh,Toyota,Midrange,Automatic,Other,Full,2015,2.0,80000,39000
Mustang,Coupe/Sports,Makkah,Ford,Midrange,Manual,Other,Full,2015,5.0,111000,92999
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2011,4.0,273392,100000
Prado,Other,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,127000
C,Other,Jeddah,Mercedes,Premium Luxury,Automatic,Other,Full,2017,2.0,86000,105000
XJ,Other,Dammam,Jaguar,Premium Luxury,Automatic,Saudi,Full,2014,3.0,112000,95000
Kona,Other,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2020,2.0,10239,66500
Cerato,Other,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2017,1.6,72000,37500
Pajero,SUV,Jeddah,Mitsubishi,Midrange,Automatic,Saudi,Full,2017,3.8,251000,65000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Manual,Saudi,Standard,2003,4.6,300,40000
Sunny,Sedan,Dammam,Nissan,Midrange,Automatic,Saudi,Full,2020,1.5,1300,43000
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2019,1.5,93000,29500
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2017,4.6,125188,171500
Tucson,SUV,Al-Medina,Hyundai,Midrange,Automatic,Saudi,Full,2016,2.4,97000,63000
H1,Van,Al-Medina,Hyundai,Midrange,Automatic,Saudi,Full,2014,2.4,185,39000
Taurus,Sedan,Jeddah,Ford,Midrange,Automatic,Saudi,Standard,2018,2.0,91000,77000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2013,5.7,257000,150000
Charger,Sedan,Qassim,Dodge,Midrange,Automatic,Saudi,Semi Full,2019,3.6,76000,102000
Yaris,Hatchback,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2015,1.5,204000,27500
500,Other,Riyadh,Fiat,Entry Level,Automatic,Saudi,Full,2020,1.4,11500,85000
Tahoe,SUV,Dammam,Chevrolet,Midrange,Automatic,Other,Full,2018,5.3,127000,155000
A5,Sedan,Riyadh,Audi,Premium Luxury,Automatic,Saudi,Full,2016,2.0,108000,80000
300,Sedan,Dammam,Chrysler,Entry Level,Automatic,Saudi,Full,2007,5.7,240000,17000
Pajero,SUV,Riyadh,Mitsubishi,Midrange,Automatic,Saudi,Standard,2012,3.5,77556,41500
Grand Cherokee,SUV,Aseer,Jeep,Midrange,Automatic,Saudi,Full,2013,5.7,226,45000
Armada,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2015,5.8,129500,40000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2020,2.5,44590,89500
Avalon,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2015,3.5,249000,76000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,97700,30000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2020,1.4,35547,41500
Senta fe,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Full,2014,3.3,201421,57500
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,115300,35000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Standard,2005,2.8,533000,25000
Corolla,Sedan,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2015,1.6,128333,33000
X,Other,Riyadh,BMW,Premium Luxury,Automatic,Gulf Arabic,Full,2019,3.0,14000,220000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.4,93315,35500
Suburban,Other,Riyadh,Chevrolet,Midrange,Automatic,Gulf Arabic,Standard,2016,5.2,96000,126000
RX,SUV,Jeddah,Lexus,Premium Luxury,Automatic,Saudi,Standard,2015,3.5,70000,95000
Tahoe,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2019,5.3,33000,163000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Saudi,Semi Full,2016,5.4,98000,72000
C,Other,Jeddah,Mercedes,Premium Luxury,Automatic,Other,Full,2017,2.0,20000,180000
S,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,115000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.4,79000,30000
Furniture,Other,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2020,2.7,25000,110000
Tahoe,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2013,5.3,363000,63000
Flex,Other,Qassim,Ford,Midrange,Automatic,Saudi,Standard,2014,3.5,128500,49000
Taurus,Sedan,Khobar,Ford,Midrange,Automatic,Saudi,Standard,2017,3.5,125000,62000
E,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Saudi,Full,2016,3.0,64000,120000
The 6,Sedan,Riyadh,BMW,Premium Luxury,Automatic,Saudi,Semi Full,2016,3.0,39000,190000
Silverado,Pickup,Dammam,Chevrolet,Midrange,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,75000
Kona,Other,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,2.0,19000,59000
Camry,Sedan,Makkah,Toyota,Midrange,Automatic,Saudi,Standard,2015,2.5,310000,30000
Tahoe,SUV,Dammam,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2011,5.3,266000,56000
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2013,6.0,70375,80500
Avalon,Sedan,Dammam,Toyota,Midrange,Automatic,Other,Semi Full,2015,3.5,80000,86000
Charger,Sedan,Riyadh,Dodge,Midrange,Automatic,Other,Full,2016,5.7,142000,89000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2021,4.5,20000,265000
Tahoe,SUV,Jeddah,Chevrolet,Midrange,Automatic,Saudi,Standard,2013,5.3,362000,58000
Elantra,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.6,61374,46500
Furniture,Other,Tabouk,Toyota,Midrange,Automatic,Saudi,Standard,2021,2.7,980,120000
Taurus,Sedan,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2019,3.0,77000,77000
H3,SUV,Al-Ahsa,Hummer,Entry Level,Automatic,Saudi,Full,2009,5.2,200000,38000
Land Cruiser,SUV,Taef,Toyota,Midrange,Automatic,Saudi,Semi Full,2007,1.0,400000,30000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2016,1.0,75000,62000
Expedition,SUV,Aseer,Ford,Midrange,Automatic,Saudi,Semi Full,2007,5.4,300,18000
Corolla,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.6,89000,45000
Seven,Other,Riyadh,Changan,Entry Level,Automatic,Saudi,Standard,2020,1.4,41600,28000
Accord,Sedan,Al-Medina,Honda,Midrange,Automatic,Saudi,Semi Full,2013,2.4,363000,42500
Caprice,Sedan,Dammam,Chevrolet,Midrange,Automatic,Saudi,Standard,2013,6.0,106000,79000
F150,Pickup,Qassim,Ford,Midrange,Automatic,Gulf Arabic,Standard,2019,5.0,22000,110000
Beetle,Hatchback,Makkah,Volkswagen,Midrange,Automatic,Saudi,Full,2015,6.0,130000,55000
Tahoe,SUV,Al-Ahsa,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2016,5.3,104000,112000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2016,5.3,112000,110000
Jetta,Other,Riyadh,Volkswagen,Midrange,Automatic,Saudi,Full,2017,2.5,82000,54000
Prado,Other,Riyadh,Toyota,Midrange,Manual,Saudi,Semi Full,2013,4.0,186000,55000
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2013,6.2,55769,90000
Camry,Sedan,Jazan,Toyota,Midrange,Automatic,Saudi,Standard,2013,2.5,376580,28000
Land Cruiser,SUV,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2011,4.6,211000,115000
Charger,Sedan,Jeddah,Dodge,Midrange,Automatic,Saudi,Standard,2012,3.6,300,38000
X,Other,Riyadh,BMW,Premium Luxury,Automatic,Gulf Arabic,Full,2016,3.0,130000,160000
The 3,Sedan,Dammam,BMW,Premium Luxury,Automatic,Saudi,Full,2018,2.0,96000,90000
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2015,6.0,105000,80000
RX,SUV,Riyadh,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2017,3.5,59000,188000
Acadia,SUV,Khobar,GMC,Midrange,Automatic,Saudi,Full,2014,3.6,250000,50000
Edge,Other,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Standard,2017,3.5,82000,80000
Impala,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2019,3.6,178000,67000
Furniture,Other,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2013,4.0,248500,58000
Avanza,MPV,Jeddah,Toyota,Midrange,Automatic,Saudi,Semi Full,2018,1.5,57000,46000
500,Other,Riyadh,Fiat,Entry Level,Automatic,Saudi,Full,2016,1.5,155000,45000
Avalon,Sedan,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2017,3.5,53000,118000
C300,Sedan,Riyadh,Chrysler,Entry Level,Automatic,Saudi,Full,2018,5.7,65000,123000
Durango,SUV,Jeddah,Dodge,Midrange,Automatic,Saudi,Standard,2016,3.6,61000,72000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,72000,40000
Marquis,Sedan,Riyadh,Ford,Midrange,Automatic,Other,Full,2010,4.6,200000,18000
Taurus,Sedan,Dammam,Ford,Midrange,Automatic,Other,Full,2016,3.5,91000,70000
Sierra,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Standard,2018,5.3,152000,124000
LX,Other,Dammam,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2017,5.7,68000,342000
Ciocca,Other,Al-Ahsa,Toyota,Midrange,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
Yukon,SUV,Taef,GMC,Midrange,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2014,4.6,325000,126000
LX,Other,Jeddah,Lexus,Premium Luxury,Automatic,Saudi,Full,2020,5.7,14000,420000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2019,4.0,62000,195000
6,Sedan,Riyadh,Mazda,Midrange,Automatic,Gulf Arabic,Standard,2017,2.5,70000,53000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,61000,34000
Silverado,Pickup,Aseer,Chevrolet,Midrange,Automatic,Saudi,Full,2016,5.3,96000,95000
Impala,Sedan,Qassim,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2019,3.5,91000,74000
Cadenza,Sedan,Riyadh,Kia,Midrange,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2013,4.6,275000,125000
